"date","care_ratio","geo_level"
2014-01-01,0.521239765800899,"state01"
2015-01-01,0.523837948864154,"state01"
2016-01-01,0.532091282485188,"state01"
2017-01-01,0.538921036991153,"state01"
2018-01-01,0.541406156793414,"state01"
2019-01-01,0.546668566426973,"state01"
2020-01-01,0.531495892599281,"state01"
2021-01-01,0.538734900566855,"state01"
2014-01-01,0.577749847803442,"state02"
2015-01-01,0.585398348303623,"state02"
2016-01-01,0.580998556803187,"state02"
2017-01-01,0.386026873918934,"state02"
2018-01-01,0.386089301180394,"state02"
2019-01-01,0.389169794710863,"state02"
2020-01-01,0.382713523521647,"state02"
2021-01-01,0.382975135349614,"state02"
2014-01-01,0.508632039704482,"state04"
2015-01-01,0.523633964047204,"state04"
2016-01-01,0.523502666541283,"state04"
2017-01-01,0.526048608269447,"state04"
2018-01-01,0.534961584471418,"state04"
2019-01-01,0.540211322934596,"state04"
2020-01-01,0.538312509215542,"state04"
2021-01-01,0.562927490009224,"state04"
2014-01-01,0.517462538713356,"state05"
2015-01-01,0.519268404090997,"state05"
2016-01-01,0.520298584941529,"state05"
2017-01-01,0.523855888730984,"state05"
2018-01-01,0.532962198638688,"state05"
2019-01-01,0.532087080729981,"state05"
2020-01-01,0.52600633202831,"state05"
2021-01-01,0.533591256381399,"state05"
2014-01-01,0.555841673614794,"state06"
2015-01-01,0.572144635234374,"state06"
2016-01-01,0.585034267478262,"state06"
2017-01-01,0.592483640717173,"state06"
2018-01-01,0.602712913094065,"state06"
2019-01-01,0.60737865586072,"state06"
2020-01-01,0.602407671269859,"state06"
2021-01-01,0.600713315201029,"state06"
2014-01-01,0.598563542810114,"state08"
2015-01-01,0.6082745869006,"state08"
2016-01-01,0.622828239739944,"state08"
2017-01-01,0.629386387612671,"state08"
2018-01-01,0.638085139178366,"state08"
2019-01-01,0.643542582624171,"state08"
2020-01-01,0.629887868060344,"state08"
2021-01-01,0.627451243226394,"state08"
2014-01-01,0.617970840447454,"state09"
2015-01-01,0.633474025423803,"state09"
2016-01-01,0.637070133235457,"state09"
2017-01-01,0.647869151002137,"state09"
2018-01-01,0.65893638078624,"state09"
2019-01-01,0.664087215288842,"state09"
2020-01-01,0.641034533304912,"state09"
2021-01-01,0.660462921010827,"state09"
2014-01-01,0.595478910945961,"state10"
2015-01-01,0.60029398034643,"state10"
2016-01-01,0.608641990736727,"state10"
2017-01-01,0.609119223120086,"state10"
2018-01-01,0.627292979759266,"state10"
2019-01-01,0.626613215898722,"state10"
2020-01-01,0.608274152863421,"state10"
2021-01-01,0.608873071949891,"state10"
2014-01-01,0.566978754176749,"state12"
2015-01-01,0.578335670989782,"state12"
2016-01-01,0.585974175282274,"state12"
2017-01-01,0.592783743093538,"state12"
2018-01-01,0.598700278864935,"state12"
2019-01-01,0.597954803599773,"state12"
2020-01-01,0.5889461526575,"state12"
2021-01-01,0.597984207564506,"state12"
2014-01-01,0.520523555821395,"state13"
2015-01-01,0.530157780146356,"state13"
2016-01-01,0.542405788667145,"state13"
2017-01-01,0.546139793164302,"state13"
2018-01-01,0.552267529554302,"state13"
2019-01-01,0.560131872955429,"state13"
2020-01-01,0.555120406016771,"state13"
2021-01-01,0.564002580532151,"state13"
2014-01-01,0.571052548641826,"state15"
2015-01-01,0.576770439953696,"state15"
2016-01-01,0.587789634624888,"state15"
2017-01-01,0.59214947721199,"state15"
2018-01-01,0.608364921579696,"state15"
2019-01-01,0.604062282104727,"state15"
2020-01-01,0.572614999701344,"state15"
2021-01-01,0.598962599738711,"state15"
2014-01-01,0.480849087014566,"state16"
2015-01-01,0.485826817514084,"state16"
2016-01-01,0.498724248629879,"state16"
2017-01-01,0.504840920433301,"state16"
2018-01-01,0.51227950640238,"state16"
2019-01-01,0.521771939713232,"state16"
2020-01-01,0.526257811741089,"state16"
2021-01-01,0.529049691215492,"state16"
2014-01-01,0.564669241732856,"state17"
2015-01-01,0.576291637786638,"state17"
2016-01-01,0.583354818024039,"state17"
2017-01-01,0.586035521483105,"state17"
2018-01-01,0.593147971283512,"state17"
2019-01-01,0.600715029888761,"state17"
2020-01-01,0.584890526248128,"state17"
2021-01-01,0.58231421464692,"state17"
2014-01-01,0.545052937543046,"state18"
2015-01-01,0.55110138462735,"state18"
2016-01-01,0.553629873129417,"state18"
2017-01-01,0.563670766235441,"state18"
2018-01-01,0.571473215912927,"state18"
2019-01-01,0.582196821307031,"state18"
2020-01-01,0.570206497817034,"state18"
2021-01-01,0.574896402049076,"state18"
2014-01-01,0.575984136713616,"state19"
2015-01-01,0.571048868647396,"state19"
2016-01-01,0.585170006879155,"state19"
2017-01-01,0.588043364499403,"state19"
2018-01-01,0.58874513224445,"state19"
2019-01-01,0.588894521479662,"state19"
2020-01-01,0.58239168391091,"state19"
2021-01-01,0.575078272176981,"state19"
2014-01-01,0.548865750617399,"state20"
2015-01-01,0.553566563409843,"state20"
2016-01-01,0.561519033419745,"state20"
2017-01-01,0.561283330185437,"state20"
2018-01-01,0.570542533421522,"state20"
2019-01-01,0.573466667902388,"state20"
2020-01-01,0.563491680383662,"state20"
2021-01-01,0.562829876919422,"state20"
2014-01-01,0.549065383005813,"state21"
2015-01-01,0.555888735882238,"state21"
2016-01-01,0.557328547008807,"state21"
2017-01-01,0.557372960409432,"state21"
2018-01-01,0.554867768991443,"state21"
2019-01-01,0.563565008380977,"state21"
2020-01-01,0.561250855978374,"state21"
2021-01-01,0.553060716576701,"state21"
2014-01-01,0.545205411836603,"state22"
2015-01-01,0.543902544236617,"state22"
2016-01-01,0.548599008821022,"state22"
2017-01-01,0.546307725053258,"state22"
2018-01-01,0.553439424564701,"state22"
2019-01-01,0.552218439502696,"state22"
2020-01-01,0.54368304657713,"state22"
2021-01-01,0.546247361727303,"state22"
2014-01-01,0.658509913499138,"state23"
2015-01-01,0.666199156295041,"state23"
2016-01-01,0.676749593529449,"state23"
2017-01-01,0.68331680630072,"state23"
2018-01-01,0.691143275642893,"state23"
2019-01-01,0.699450563321228,"state23"
2020-01-01,0.677407009321541,"state23"
2021-01-01,0.682814017283873,"state23"
2014-01-01,0.608728838814232,"state24"
2015-01-01,0.60864255576839,"state24"
2016-01-01,0.614585324462485,"state24"
2017-01-01,0.622259301057042,"state24"
2018-01-01,0.616742436973689,"state24"
2019-01-01,0.619384132664669,"state24"
2020-01-01,0.596130798736219,"state24"
2021-01-01,0.578782832674199,"state24"
2014-01-01,0.693614321587939,"state25"
2015-01-01,0.71259180494376,"state25"
2016-01-01,0.722425593573927,"state25"
2017-01-01,0.731479033167638,"state25"
2018-01-01,0.734624841003203,"state25"
2019-01-01,0.750465008356921,"state25"
2020-01-01,0.723398981025304,"state25"
2021-01-01,0.724350066094314,"state25"
2014-01-01,0.544186298864043,"state26"
2015-01-01,0.558938846455057,"state26"
2016-01-01,0.564108070816378,"state26"
2017-01-01,0.578670860308303,"state26"
